Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Rolling Mean,Bollinger High,Bollinger Low,Bollinger Middle
TATAPOWER,EQ,2017-12-15,90.5,91.55,92.1,90.7,90.95,91.2,91.29,4984491,455015457.3,18741,1463122,29.35,91.46428571428568,96.35673335897671,86.57183806959465,91.46428571428568
TATAPOWER,EQ,2017-12-18,91.2,90.0,93.05,88.3,91.2,91.1,91.15,8374309,763352174.6,22051,2091810,24.98,91.12499999999997,95.31578659772732,86.93421340227262,91.12499999999997
TATAPOWER,EQ,2017-12-19,91.1,91.8,92.0,90.6,91.0,91.1,91.16,3616578,329704987.15,11730,1545678,42.74,90.84285714285711,94.37553038273923,87.310183902975,90.84285714285711
TATAPOWER,EQ,2017-12-20,91.1,91.0,91.9,90.55,90.85,90.85,91.06,4907711,446895642.1,15341,1865615,38.01,90.5678571428571,93.32036848367254,87.81534580204165,90.5678571428571
TATAPOWER,EQ,2017-12-21,90.85,90.85,91.7,90.6,90.95,91.0,91.05,4925527,448478838.1,31257,2236133,45.4,90.62142857142852,93.37648386494418,87.86637327791287,90.62142857142852
TATAPOWER,EQ,2017-12-22,91.0,91.3,93.85,90.95,92.65,92.75,92.82,12421581,1152983692.65,47307,4870404,39.21,90.8285714285714,93.76395615914461,87.89318669799817,90.8285714285714
TATAPOWER,EQ,2017-12-26,92.75,95.9,95.9,92.6,93.1,93.15,93.71,8476138,794338336.1,40967,2085512,24.6,91.13214285714282,94.08734873123021,88.17693698305544,91.13214285714282
TATAPOWER,EQ,2017-12-27,93.15,93.5,94.2,91.55,92.2,92.3,93.04,5456865,507705633.15,23495,1605291,29.42,91.4821428571428,93.56526445810476,89.39902125618084,91.4821428571428
TATAPOWER,EQ,2017-12-28,92.3,92.65,93.5,91.6,92.45,92.05,92.54,6436421,595619115.05,17209,3200257,49.72,91.5678571428571,93.6376423947636,89.49807189095058,91.5678571428571
TATAPOWER,EQ,2017-12-29,92.05,92.75,94.75,92.3,93.4,93.5,93.48,9494201,887521144.1,28265,4542843,47.85,91.7035714285714,94.01723129510768,89.38991156203511,91.7035714285714
TATAPOWER,EQ,2018-01-01,93.5,93.8,100.0,92.4,97.15,97.15,97.36,33659894,3277081194.15,90941,7120241,21.15,91.96071428571426,95.58651468995981,88.33491388146871,91.96071428571426
TATAPOWER,EQ,2018-01-02,97.15,98.25,100.25,96.15,99.6,99.7,98.42,29174233,2871204993.9,75668,8813769,30.21,92.61428571428569,98.01092691634229,87.21764451222909,92.61428571428569
TATAPOWER,EQ,2018-01-03,99.7,100.3,101.6,99.6,100.45,100.8,100.6,23056832,2319521984.05,63603,7495937,32.51,93.36785714285712,100.1187667274819,86.61694755823234,93.36785714285712
TATAPOWER,EQ,2018-01-04,100.8,100.95,101.0,99.25,99.5,99.6,99.74,6688043,667059168.5,22391,2310138,34.54,94.01785714285711,101.30996110671957,86.72575317899465,94.01785714285711
TATAPOWER,EQ,2018-01-05,99.6,99.8,101.8,99.3,99.4,99.55,100.38,11646646,1169078769.7,41950,4759461,40.87,94.61428571428567,102.27039725710178,86.95817417146957,94.61428571428567
TATAPOWER,EQ,2018-01-08,99.55,100.0,100.5,98.9,100.05,99.85,99.72,5874354,585799255.25,19968,2112121,35.95,95.23928571428567,103.08581150809817,87.39275992047317,95.23928571428567
TATAPOWER,EQ,2018-01-09,99.85,100.05,101.5,98.3,98.85,98.6,99.61,8661596,862809189.65,28884,1878368,21.69,95.77499999999996,103.4258169498425,88.12418305015743,95.77499999999996
TATAPOWER,EQ,2018-01-10,98.6,98.85,99.9,97.1,98.35,98.25,98.45,5961340,586890558.0,21081,1045627,17.54,96.3035714285714,103.49752875246621,89.1096141046766,96.3035714285714
TATAPOWER,EQ,2018-01-11,98.25,98.3,100.25,97.8,99.65,99.55,99.31,7143254,709414784.1,23308,2279388,31.91,96.91428571428568,103.60267158043479,90.22589984813658,96.91428571428568
TATAPOWER,EQ,2018-01-12,99.55,99.7,101.15,97.45,98.8,99.05,99.69,8351731,832575999.95,32955,1616916,19.36,97.36428571428567,103.6832959302837,91.04527549828764,97.36428571428567
TATAPOWER,EQ,2018-01-15,99.05,99.55,99.8,97.7,98.2,97.95,98.81,4943917,488517203.35,15199,2055001,41.57,97.70714285714281,103.54361401738964,91.87067169689598,97.70714285714281
TATAPOWER,EQ,2018-01-16,97.95,98.2,98.45,92.9,93.7,93.65,94.99,9672170,918737529.3,32570,3091653,31.96,97.8035714285714,103.28928213713226,92.31786072001054,97.8035714285714
TATAPOWER,EQ,2018-01-17,93.65,93.7,94.0,91.5,93.4,93.2,92.93,11511446,1069792658.4,27587,5833596,50.68,97.88571428571426,103.02372176713331,92.7477068042952,97.88571428571426
TATAPOWER,EQ,2018-01-18,93.2,93.9,94.25,90.05,90.5,90.6,92.47,8188295,757189049.85,25812,3613342,44.13,97.6785714285714,103.73074386570408,91.62639899143872,97.6785714285714
TATAPOWER,EQ,2018-01-19,90.6,90.7,92.5,90.2,92.05,92.2,91.53,4545029,415989370.95,14547,1169644,25.73,97.32499999999996,104.05104009686326,90.59895990313666,97.32499999999996
TATAPOWER,EQ,2018-01-22,92.2,92.6,92.75,91.25,92.1,92.1,91.71,3904900,358116733.7,13812,1402866,35.93,96.78214285714282,103.89795484312009,89.66633087116554,96.78214285714282
TATAPOWER,EQ,2018-01-23,92.1,92.25,93.4,91.75,92.45,92.5,92.44,4928177,455580778.7,19175,1734801,35.2,96.18928571428567,103.24588966665944,89.13268176191191,96.18928571428567
TATAPOWER,EQ,2018-01-24,92.5,92.25,92.9,90.85,91.35,91.8,91.79,4353614,399629697.9,15320,1728681,39.71,95.63214285714282,102.76005194130529,88.50423377298036,95.63214285714282
TATAPOWER,EQ,2018-01-25,91.8,91.85,92.6,89.55,89.95,89.95,90.7,10848150,983973950.75,29504,5761631,53.11,94.94642857142854,102.29442299018119,87.59843415267589,94.94642857142854
TATAPOWER,EQ,2018-01-29,89.95,90.1,91.15,89.45,89.9,90.05,90.27,4361006,393665911.5,19982,1631785,37.42,94.24642857142854,101.44786691982205,87.04499022303503,94.24642857142854
TATAPOWER,EQ,2018-01-30,90.05,88.65,91.4,88.15,90.55,90.6,89.95,6984202,628220621.0,17950,1859048,26.62,93.67499999999997,100.6545029578373,86.69549704216264,93.67499999999997
TATAPOWER,EQ,2018-01-31,90.6,90.4,91.2,88.55,88.95,89.0,89.7,5862598,525863888.45,21475,2792251,47.63,93.01428571428569,99.87851053705928,86.1500608915121,93.01428571428569
TATAPOWER,EQ,2018-02-01,89.0,89.0,90.85,87.75,89.65,89.7,89.66,9055967,811943468.35,53766,3726923,41.15,92.31071428571427,98.24551109662634,86.3759174748022,92.31071428571427
TATAPOWER,EQ,2018-02-02,89.7,88.4,88.7,84.15,84.8,84.8,86.12,6950966,598640980.7,32215,2168532,31.2,91.29285714285712,97.13591444886723,85.449799836847,91.29285714285712
TATAPOWER,EQ,2018-02-05,84.8,83.4,85.5,82.35,85.0,85.0,84.42,5165430,436061189.6,20190,1844640,35.71,90.36785714285712,95.75339434809585,84.98231993761839,90.36785714285712
TATAPOWER,EQ,2018-02-06,85.0,82.0,84.2,79.55,82.7,82.8,82.27,7742393,636983779.9,30112,2739699,35.39,89.59285714285711,95.97442400409078,83.21129028162345,89.59285714285711
TATAPOWER,EQ,2018-02-07,82.8,83.95,85.85,83.7,84.15,84.7,84.65,5612811,475136361.3,17901,1896702,33.79,88.98571428571425,95.50484926507471,82.4665793063538,88.98571428571425
TATAPOWER,EQ,2018-02-08,84.7,84.95,86.15,84.65,84.9,85.05,85.39,3975580,339474206.55,16155,1405619,35.36,88.58928571428568,95.35585268516752,81.82271874340384,88.58928571428568
TATAPOWER,EQ,2018-02-09,85.05,82.5,85.95,82.5,85.05,85.05,84.66,3539836,299669414.4,13822,996465,28.15,88.0785714285714,94.74983175070805,81.40731110643473,88.0785714285714
TATAPOWER,EQ,2018-02-12,85.05,85.5,87.35,85.5,86.6,86.75,86.5,3958245,342378108.25,15889,1318195,33.3,87.69642857142854,93.97685779312924,81.41599934972784,87.69642857142854
TATAPOWER,EQ,2018-02-14,86.75,87.5,88.9,86.45,86.7,87.1,87.3,8735379,762573341.6,25994,2036042,23.31,87.31071428571424,92.95097867823905,81.67044989318943,87.31071428571424
TATAPOWER,EQ,2018-02-15,87.1,88.8,88.8,85.6,86.55,86.25,86.97,4726842,411112113.2,16367,1386406,29.33,86.91428571428568,91.94227331775691,81.88629811081445,86.91428571428568
TATAPOWER,EQ,2018-02-16,86.25,86.5,87.4,85.85,86.7,86.65,86.55,3919700,339231883.65,16474,1099229,28.04,86.6785714285714,91.39315017404314,81.96399268309966,86.6785714285714
TATAPOWER,EQ,2018-02-19,86.65,86.7,86.85,85.0,85.9,86.1,85.83,3506211,300950876.8,15765,1337626,38.15,86.39642857142853,90.69642218246405,82.09643496039301,86.39642857142853
TATAPOWER,EQ,2018-02-20,86.1,86.1,86.8,85.55,86.15,86.4,86.29,2973442,256580034.05,15306,1200853,40.39,86.09642857142855,89.65526681871249,82.5375903241446,86.09642857142855
TATAPOWER,EQ,2018-02-21,86.4,86.5,87.1,84.6,86.3,86.35,86.09,6105693,525643506.05,18937,2508084,41.08,85.90714285714283,89.05939654247729,82.75488917180837,85.90714285714283
TATAPOWER,EQ,2018-02-22,86.35,86.2,87.2,83.45,83.75,84.9,84.98,11344724,964021818.9,17612,5976267,52.68,85.56428571428569,87.86994049244429,83.25863093612709,85.56428571428569
TATAPOWER,EQ,2018-02-23,84.9,85.0,86.45,84.5,85.7,85.75,85.58,6224406,532678419.1,13085,1727995,27.76,85.63214285714284,87.89645023735638,83.3678354769293,85.63214285714284
TATAPOWER,EQ,2018-02-26,85.75,85.85,87.1,85.6,85.9,85.9,86.25,5083760,438459665.6,10040,1909690,37.56,85.69642857142856,87.93437553090014,83.45848161195697,85.69642857142856
TATAPOWER,EQ,2018-02-27,85.9,86.35,86.9,85.3,85.4,85.65,86.09,3483539,299887048.4,8857,1367243,39.25,85.89999999999999,87.39974356782491,84.40025643217507,85.89999999999999
TATAPOWER,EQ,2018-02-28,85.65,85.55,85.8,84.25,84.45,84.5,84.82,3879178,329023231.85,16224,2150566,55.44,85.88571428571427,87.43760076621248,84.33382780521606,85.88571428571427
TATAPOWER,EQ,2018-03-01,84.5,85.0,85.95,83.95,84.5,84.3,84.92,6936315,589004192.6,21809,1335287,19.25,85.83214285714284,87.55109027337805,84.11319544090763,85.83214285714284
TATAPOWER,EQ,2018-03-05,84.3,84.3,84.3,81.4,82.4,82.15,82.45,5009614,413030313.0,14455,1757320,35.08,85.625,88.22374229935619,83.02625770064381,85.625
TATAPOWER,EQ,2018-03-06,82.15,82.6,83.15,81.1,81.55,81.75,82.23,4764070,391765080.8,12763,1353309,28.41,85.26785714285714,88.49814818543857,82.03756610027571,85.26785714285714
TATAPOWER,EQ,2018-03-07,81.75,81.2,81.7,79.0,79.05,79.2,79.93,3996821,319485447.55,11970,1116702,27.94,84.70357142857144,89.10347777123118,80.30366508591169,84.70357142857144
TATAPOWER,EQ,2018-03-08,79.2,78.6,80.4,77.0,79.4,79.9,78.74,8699087,684977331.7,31521,2457106,28.25,84.25000000000001,89.2336656265168,79.26633437348323,84.25000000000001
TATAPOWER,EQ,2018-03-09,79.9,80.0,81.6,79.8,80.0,80.0,80.31,5486959,440667305.3,16718,2107140,38.4,83.775,89.03336330195876,78.51663669804125,83.775
TATAPOWER,EQ,2018-03-12,80.0,80.55,81.05,79.95,80.6,80.85,80.36,3328605,267481231.3,9556,1414388,42.49,83.4,88.69281079898462,78.10718920101539,83.4
TATAPOWER,EQ,2018-03-13,80.85,80.8,82.25,80.4,81.0,81.35,81.19,5000216,405958379.95,11034,1000384,20.01,83.03928571428571,88.13606879797682,77.9425026305946,83.03928571428571
TATAPOWER,EQ,2018-03-14,81.35,81.25,81.4,79.85,80.4,80.4,80.47,3251098,261608201.25,7918,1042597,32.07,82.61428571428573,87.51019115760185,77.7183802709696,82.61428571428573
TATAPOWER,EQ,2018-03-15,80.4,80.6,81.2,80.0,80.1,80.25,80.27,3876762,311205264.6,7124,2052414,52.94,82.28214285714286,87.1408554347801,77.42343027950562,82.28214285714286
TATAPOWER,EQ,2018-03-16,80.25,80.25,80.65,79.7,80.25,79.95,80.01,9813941,785209315.6,15819,7331028,74.7,81.86785714285715,86.43304433134533,77.30266995436897,81.86785714285715
TATAPOWER,EQ,2018-03-19,79.95,79.95,80.5,78.85,79.7,79.55,79.47,4114695,326993484.4,28975,1922305,46.72,81.41428571428571,85.4892427355655,77.33932869300592,81.41428571428571
TATAPOWER,EQ,2018-03-20,79.55,78.8,80.55,78.8,80.1,80.35,80.05,2206517,176638842.35,11131,953520,43.21,81.03571428571426,84.32448973503378,77.74693883639475,81.03571428571426
TATAPOWER,EQ,2018-03-21,80.35,80.4,80.75,79.8,80.0,79.95,80.05,5279874,422673433.9,12773,3370514,63.84,80.71071428571427,83.36232586285881,78.05910270856974,80.71071428571427
TATAPOWER,EQ,2018-03-22,79.95,79.9,80.35,79.75,80.05,80.0,80.02,3112967,249102366.5,9507,1888142,60.65,80.40357142857142,82.08169505366642,78.72544780347643,80.40357142857142
TATAPOWER,EQ,2018-03-23,80.0,78.0,80.3,78.0,79.65,80.0,79.53,6418882,510476390.25,27448,4189158,65.26,80.24999999999999,81.60135259875317,78.8986474012468,80.24999999999999
TATAPOWER,EQ,2018-03-26,80.0,81.0,81.25,78.75,80.0,79.9,79.69,6556759,522532271.95,26219,1947008,29.69,80.11785714285713,81.16490952040178,79.07080476531249,80.11785714285713
TATAPOWER,EQ,2018-03-27,79.9,80.45,81.5,79.7,80.3,80.1,80.36,4073519,327334024.6,16709,1424537,34.97,80.18214285714284,81.08734758779707,79.2769381264886,80.18214285714284
TATAPOWER,EQ,2018-03-28,80.1,79.8,80.35,78.35,78.65,79.0,79.36,10620637,842874619.95,23369,6479954,61.01,80.11785714285712,81.21653266915737,79.01918161655686,80.11785714285712
TATAPOWER,EQ,2018-04-02,79.0,79.0,82.2,78.75,81.75,81.9,80.77,3657360,295420377.2,19189,1500965,41.04,80.2535714285714,81.70295553422369,78.80418732291912,80.2535714285714
TATAPOWER,EQ,2018-04-03,81.9,81.15,84.6,81.15,84.5,84.45,83.23,3298435,274528584.3,12078,1281724,38.86,80.51071428571427,83.17996326433976,77.84146530708878,80.51071428571427
TATAPOWER,EQ,2018-04-04,84.45,84.7,85.95,82.55,82.7,83.05,84.26,4973672,419084242.7,14926,1532602,30.81,80.63214285714285,83.60344330873463,77.66084240555108,80.63214285714285
TATAPOWER,EQ,2018-04-05,83.05,84.0,84.75,83.3,83.35,83.5,83.82,2956519,247811333.95,8782,1278368,43.24,80.85357142857141,84.18995922325094,77.51718363389189,80.85357142857141
TATAPOWER,EQ,2018-04-06,83.5,83.55,85.1,82.6,84.0,84.5,83.81,4231975,354691243.6,11918,1058808,25.02,81.15714285714284,84.99297736525568,77.32130834903,81.15714285714284
TATAPOWER,EQ,2018-04-09,84.5,84.15,85.4,83.95,85.0,85.0,84.67,1829399,154886449.7,10197,967481,52.89,81.51785714285712,85.78969824168432,77.24601604402993,81.51785714285712
TATAPOWER,EQ,2018-04-10,85.0,85.3,87.6,84.0,87.0,87.1,86.39,8597297,742685885.2,19578,2447793,28.47,82.05714285714284,87.09619910926887,77.0180866050168,82.05714285714284
TATAPOWER,EQ,2018-04-11,87.1,86.9,88.1,86.0,87.05,87.0,86.97,5792098,503751358.3,16940,2661020,45.94,82.53214285714284,88.10358199491834,76.96070371936734,82.53214285714284
TATAPOWER,EQ,2018-04-12,87.0,87.1,88.45,86.3,87.6,87.85,87.48,8423805,736926168.75,13729,3745348,44.46,83.09642857142855,89.12296786228015,77.06988928057694,83.09642857142855
TATAPOWER,EQ,2018-04-13,87.85,87.8,88.7,87.2,87.55,87.65,87.78,4719330,414267489.2,9499,2269164,48.08,83.64285714285712,89.84470018689325,77.441014098821,83.64285714285712
TATAPOWER,EQ,2018-04-16,87.65,86.85,88.25,85.65,87.45,87.8,87.23,2340628,204180257.15,7849,854584,36.51,84.19999999999997,90.39354502688094,78.006454973119,84.19999999999997
TATAPOWER,EQ,2018-04-17,87.8,87.85,88.1,87.0,87.15,87.45,87.37,3111160,271832433.45,15582,1407416,45.24,84.73928571428569,90.62723671891955,78.85133470965182,84.73928571428569
TATAPOWER,EQ,2018-04-18,87.45,87.55,88.35,87.1,87.5,87.65,87.67,3471674,304350001.35,8313,1551629,44.69,85.27857142857142,90.70070757953278,79.85643527761007,85.27857142857142
TATAPOWER,EQ,2018-04-19,87.65,87.85,88.55,86.5,86.6,86.8,87.22,7133021,622172643.75,12382,4537735,63.62,85.83571428571427,89.9155763820695,81.75585218935905,85.83571428571427
TATAPOWER,EQ,2018-04-20,86.8,86.8,86.9,85.5,85.75,85.9,86.07,4158260,357883998.15,8752,2703927,65.03,86.12142857142855,89.51683594150839,82.72602120134871,86.12142857142855
TATAPOWER,EQ,2018-04-23,85.9,85.5,86.1,84.6,85.45,85.4,85.27,4863546,414720452.4,11436,1878225,38.62,86.1892857142857,89.4770669561731,82.9015044723983,86.1892857142857
TATAPOWER,EQ,2018-04-24,85.4,85.4,86.25,84.55,85.25,85.25,85.16,5006507,426353028.5,8882,3471260,69.33,86.34642857142856,89.16462883884284,83.52822830401428,86.34642857142856
TATAPOWER,EQ,2018-04-25,85.25,85.1,86.95,84.75,86.25,86.05,85.36,3593228,306706285.35,12270,1600714,44.55,86.52857142857142,88.83798836654682,84.21915449059603,86.52857142857142
TATAPOWER,EQ,2018-04-26,86.05,86.0,87.2,84.9,85.1,86.05,85.69,3632913,311313656.75,10862,1475865,40.62,86.6392857142857,88.66039682204084,84.61817460653057,86.6392857142857
TATAPOWER,EQ,2018-04-27,86.05,85.9,88.6,85.2,87.45,87.8,87.13,6838988,595856505.55,11863,1780130,26.03,86.8392857142857,88.71018782965028,84.96838359892111,86.8392857142857
TATAPOWER,EQ,2018-04-30,87.8,87.85,89.15,87.1,87.85,88.3,88.08,6431222,566478469.1,15513,2099330,32.64,86.92499999999998,88.95089011775852,84.89910988224145,86.92499999999998
TATAPOWER,EQ,2018-05-02,88.3,88.75,89.55,86.3,87.0,87.0,87.82,5877657,516184874.2,17564,2070781,35.23,86.92499999999998,88.95089011775852,84.89910988224145,86.92499999999998
TATAPOWER,EQ,2018-05-03,87.0,88.0,88.75,84.9,86.85,86.15,86.19,8417244,725461869.45,25379,3035653,36.06,86.80357142857143,88.7941122463528,84.81303061079007,86.80357142857143
TATAPOWER,EQ,2018-05-04,86.15,86.1,86.55,83.4,84.35,85.45,85.05,8584365,730119468.9,17037,4196805,48.89,86.64642857142857,88.69561763644353,84.59723950641362,86.64642857142857
TATAPOWER,EQ,2018-05-07,85.45,84.9,86.15,84.35,84.85,85.1,85.29,6888782,587575611.25,20117,3461620,50.25,86.45357142857142,88.54290856516062,84.36423429198223,86.45357142857142
TATAPOWER,EQ,2018-05-08,85.1,85.2,86.2,82.7,83.95,84.25,84.42,6183895,522034183.25,12820,2934974,47.46,86.225,88.5334293694734,83.91657063052659,86.225
TATAPOWER,EQ,2018-05-09,84.25,84.0,84.6,82.9,82.95,83.35,83.8,4556128,381783548.1,8134,2882551,63.27,85.91785714285712,88.5333750774038,83.30233920831043,85.91785714285712
TATAPOWER,EQ,2018-05-10,83.35,83.35,83.75,80.85,81.6,82.0,81.92,5727033,469167148.1,12994,2365272,41.3,85.57499999999997,88.86408451139192,82.28591548860803,85.57499999999997
TATAPOWER,EQ,2018-05-11,82.0,81.8,82.4,80.8,81.3,81.9,81.72,4097448,334827725.2,8418,1168695,28.52,85.2892857142857,89.10890683352083,81.46966459505056,85.2892857142857
TATAPOWER,EQ,2018-05-14,81.9,81.6,82.0,80.35,81.5,81.55,81.26,7645061,621209994.2,12939,4046991,52.94,85.01428571428569,89.32267262845664,80.70589880011474,85.01428571428569
TATAPOWER,EQ,2018-05-15,81.55,81.35,82.1,80.35,81.15,81.25,81.27,4188197,340378698.35,12942,1756127,41.93,84.7285714285714,89.47761413141251,79.97952872573029,84.7285714285714
TATAPOWER,EQ,2018-05-16,81.25,80.7,81.5,80.5,81.05,81.25,81.05,2846781,230739851.1,12771,907409,31.87,84.38571428571426,89.4089569667888,79.36247160463972,84.38571428571426
TATAPOWER,EQ,2018-05-17,81.25,81.5,82.5,80.55,81.4,81.65,81.37,5906232,480603244.25,13485,2823101,47.8,84.07142857142856,89.19568675950066,78.94717038335645,84.07142857142856
TATAPOWER,EQ,2018-05-18,81.65,81.5,81.5,80.25,80.4,80.85,80.85,7138023,577103334.15,14511,3826431,53.61,83.57499999999997,88.48538929993589,78.66461070006406,83.57499999999997
TATAPOWER,EQ,2018-05-21,80.85,80.75,80.8,78.35,78.7,78.8,79.41,3399879,269970680.85,12540,1480720,43.55,82.89642857142856,87.61602182080533,78.17683532205179,82.89642857142856
TATAPOWER,EQ,2018-05-22,78.8,78.95,79.25,77.7,77.75,77.85,78.31,3793522,297057360.5,9272,980811,25.85,82.24285714285712,87.0479597420753,77.43775454363893,82.24285714285712
TATAPOWER,EQ,2018-05-23,77.85,78.0,78.55,77.05,77.1,77.45,77.73,2530994,196730400.75,9508,833366,32.93,81.62142857142854,86.49959252075273,76.74326462210435,81.62142857142854
TATAPOWER,EQ,2018-05-24,77.45,77.55,77.9,75.3,75.95,76.45,76.49,5298717,405319296.2,10841,2072949,39.12,80.9785714285714,86.05153358641843,75.90560927072437,80.9785714285714
TATAPOWER,EQ,2018-05-25,76.45,76.4,81.7,75.95,81.2,81.2,79.53,6118812,486618985.6,27188,1408021,23.01,80.69999999999997,85.19324278992728,76.20675721007267,80.69999999999997
TATAPOWER,EQ,2018-05-28,81.2,81.25,83.0,80.65,81.95,82.3,81.99,3655542,299715281.75,8936,1345006,36.79,80.56071428571427,84.6857184482167,76.43571012321183,80.56071428571427
TATAPOWER,EQ,2018-05-29,82.3,82.0,84.35,81.6,82.75,83.5,83.02,7252300,602116359.65,12646,2849084,39.29,80.57142857142856,84.72829763835422,76.41455950450289,80.57142857142856
TATAPOWER,EQ,2018-05-30,83.5,82.45,84.0,81.5,82.2,82.45,82.53,5164168,426212762.35,14306,2321072,44.95,80.60357142857141,84.81463091259975,76.39251194454307,80.60357142857141
TATAPOWER,EQ,2018-05-31,82.45,82.45,83.2,79.85,80.5,81.3,81.63,9109367,743587950.35,34116,5317313,58.37,80.56071428571427,84.72691132884616,76.39451724258238,80.56071428571427
TATAPOWER,EQ,2018-06-01,81.3,80.65,81.25,78.3,79.55,79.6,79.76,3087156,246242283.35,16084,942639,30.53,80.42142857142855,84.57552095322347,76.26733618963362,80.42142857142855
TATAPOWER,EQ,2018-06-04,79.6,79.65,80.05,76.6,77.25,77.2,78.43,2185214,171380652.4,14926,873646,39.98,80.13214285714284,84.59060191189037,75.6736838023953,80.13214285714284
TATAPOWER,EQ,2018-06-05,77.2,77.1,79.25,76.3,78.7,78.8,77.82,5406955,420751498.7,17387,2952116,54.6,79.95714285714283,84.41892193364087,75.49536378064478,79.95714285714283
TATAPOWER,EQ,2018-06-06,78.8,78.7,79.7,77.45,78.3,78.1,78.32,2849279,223167681.9,15362,1231211,43.21,79.7035714285714,84.15440787298814,75.25273498415464,79.7035714285714
TATAPOWER,EQ,2018-06-07,78.1,78.7,79.9,78.1,78.6,78.35,78.77,3366418,265187337.4,21441,1687546,50.13,79.52499999999996,83.97830473658901,75.07169526341092,79.52499999999996
TATAPOWER,EQ,2018-06-08,78.35,79.0,79.0,77.7,77.9,77.95,78.17,4045326,316233348.85,16680,2768556,68.44,79.46428571428568,83.98286761766929,74.94570381090207,79.46428571428568
TATAPOWER,EQ,2018-06-11,77.95,78.3,80.35,78.1,78.3,78.4,79.04,7365983,582217853.35,25838,3416179,46.38,79.5035714285714,83.97096858604921,75.0361742710936,79.5035714285714
TATAPOWER,EQ,2018-06-12,78.4,79.0,79.2,77.7,77.7,77.8,78.28,3505780,274428811.05,13853,1322822,37.73,79.5285714285714,83.95014690235142,75.10699595479137,79.5285714285714
TATAPOWER,EQ,2018-06-13,77.8,78.2,78.35,76.8,76.85,77.05,77.56,3049374,236521779.05,12734,1602859,52.56,79.57142857142854,83.87450694818243,75.26835019467465,79.57142857142854
TATAPOWER,EQ,2018-06-14,77.05,77.2,77.75,76.35,77.25,77.3,77.13,2956563,228028123.95,16672,1157243,39.14,79.2928571428571,83.64643341686791,74.9392808688463,79.2928571428571
TATAPOWER,EQ,2018-06-15,77.3,77.4,77.6,75.9,76.1,76.1,76.31,2703757,206336790.9,14085,1438437,53.2,78.84999999999995,83.14686826922586,74.55313173077404,78.84999999999995
TATAPOWER,EQ,2018-06-18,76.1,76.1,76.35,74.8,74.9,75.0,75.33,1857389,139911544.85,8909,728653,39.23,78.2428571428571,82.08770527286966,74.39800901284455,78.2428571428571
TATAPOWER,EQ,2018-06-19,75.0,74.6,74.85,73.05,73.15,73.4,73.76,3696735,272675350.85,28472,1022238,27.65,77.59642857142853,81.43739485324176,73.75546228961531,77.59642857142853
TATAPOWER,EQ,2018-06-20,73.4,73.35,74.5,72.8,73.9,73.85,73.73,3586906,264462861.35,15215,1603243,44.7,77.06428571428567,80.75636217224708,73.37220925632427,77.06428571428567
TATAPOWER,EQ,2018-06-21,73.85,74.8,75.2,73.9,74.45,74.55,74.62,2985501,222781597.2,12936,1040111,34.84,76.7035714285714,80.31433829485364,73.09280456228915,76.7035714285714
TATAPOWER,EQ,2018-06-22,74.55,75.1,76.35,75.0,76.25,76.15,75.81,3099772,234987819.55,15059,1042555,33.63,76.62857142857139,80.23853931372945,73.01860354341333,76.62857142857139
TATAPOWER,EQ,2018-06-25,76.15,76.75,77.3,76.0,76.2,76.35,76.44,4466618,341421860.05,20953,1242153,27.81,76.4535714285714,79.84075639222876,73.06638646491403,76.4535714285714
TATAPOWER,EQ,2018-06-26,76.35,76.55,76.55,75.0,75.15,75.1,75.55,2552275,192815529.2,12124,806050,31.58,76.23928571428567,79.55664763453115,72.9219237940402,76.23928571428567
TATAPOWER,EQ,2018-06-27,75.1,75.0,75.25,71.3,71.65,71.9,72.61,4334784,314744019.85,23630,1913554,44.14,75.7785714285714,79.58821794674226,71.96892491040053,75.7785714285714
TATAPOWER,EQ,2018-06-28,71.9,71.4,74.85,71.0,71.9,71.65,72.79,7471148,543861832.75,24375,2700103,36.14,75.32857142857141,79.50408876836897,71.15305408877384,75.32857142857141
TATAPOWER,EQ,2018-06-29,71.65,72.0,73.65,71.8,73.65,73.25,72.77,3668110,266921152.9,23340,1819216,49.6,74.96071428571426,78.86951669358058,71.05191187784794,74.96071428571426
TATAPOWER,EQ,2018-07-02,73.25,73.6,73.85,71.9,72.25,72.25,72.48,2632012,190764496.8,9318,1226820,46.61,74.56428571428569,78.35667253556372,70.77189889300766,74.56428571428569
TATAPOWER,EQ,2018-07-03,72.25,72.5,73.0,71.9,72.3,72.2,72.38,3149476,227964853.6,15593,1073137,34.07,74.21785714285713,77.91704772851456,70.5186665571997,74.21785714285713
TATAPOWER,EQ,2018-07-04,72.2,72.25,72.55,71.6,72.0,72.05,72.1,2327587,167808694.65,11030,1020527,43.84,73.84285714285713,77.24892799962514,70.43678628608912,73.84285714285713
TATAPOWER,EQ,2018-07-05,72.05,72.0,72.2,71.1,71.25,71.25,71.56,1328748,95084914.6,9143,469225,35.31,73.49642857142855,76.90015148470094,70.09270565815616,73.49642857142855
TATAPOWER,EQ,2018-07-06,71.25,71.2,72.35,71.0,71.7,71.75,71.87,1688831,121381763.55,7401,857146,50.75,73.2642857142857,76.66958217069738,69.85898925787403,73.2642857142857
